,Unnamed: 0,Unnamed: 0.1,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
27274,27274,27274,38160,7,2,0,1,0,1,30,5.0,6,1,0,50,0
4275,4275,4275,71467,8,18,1,1,0,1,25,3.0,1,0,0,97,1
44154,44154,44154,7568,5,11,1,0,2,1,24,3.0,1,1,0,72,1
27880,27880,27880,54771,7,11,0,1,0,3,25,1.0,2,0,0,53,0
6775,6775,6775,43135,7,11,0,1,2,1,33,4.0,4,1,0,52,0
30462,30462,30462,52003,8,7,0,1,2,1,23,4.0,2,1,1,80,0
35725,35725,35725,42577,3,33,0,1,0,1,31,4.0,6,1,0,62,0
24228,24228,24228,61799,0,18,0,1,0,1,27,4.0,4,0,0,81,0
49235,49235,49235,78048,2,28,2,0,0,1,32,5.0,6,1,0,48,0
37142,37142,37142,26886,0,11,0,1,2,1,37,5.0,3,1,0,83,0
16525,16525,16525,30001,4,28,2,0,0,1,42,5.0,11,1,0,65,1
24081,24081,24081,30059,7,32,0,1,0,1,27,3.0,1,0,0,48,0
26978,26978,26978,74835,7,6,0,1,0,1,33,5.0,7,1,0,53,0
43013,43013,43013,37496,4,14,0,0,0,1,23,3.0,1,0,0,61,0
7289,7289,7289,33474,5,6,2,1,0,1,45,3.0,18,0,0,67,0
4936,4936,4936,19220,7,15,0,1,0,1,32,5.0,6,1,0,50,0
43794,43794,43794,65084,8,31,0,1,1,1,32,3.0,4,1,0,80,0
6423,6423,6423,49872,4,28,2,0,0,1,37,3.0,9,0,0,63,0
1756,1756,1756,27248,5,4,0,1,2,1,32,4.0,3,1,0,65,0
51995,51995,51995,45696,7,8,2,1,2,1,38,3.0,7,0,0,48,0
42740,42740,42740,67943,1,20,0,0,2,1,30,3.0,4,0,0,68,0
12876,12876,12876,5129,4,20,0,0,2,1,31,3.0,7,0,0,59,0
28050,28050,28050,74523,0,33,0,1,0,1,31,3.0,4,0,0,86,0
27586,27586,27586,28204,7,11,0,0,2,1,39,5.0,10,1,0,52,0
23135,23135,23135,18098,6,6,2,1,2,1,31,3.0,1,0,0,86,0
25496,25496,25496,35202,5,8,2,0,2,1,48,4.0,19,0,0,66,0
3654,3654,3654,56083,1,25,0,1,0,1,28,4.0,2,0,0,60,0
42830,42830,42830,64027,8,6,0,1,0,1,50,4.0,3,0,0,82,0
9654,9654,9654,17051,0,11,2,1,2,1,44,2.0,5,1,0,86,0
50256,50256,50256,65514,8,6,0,1,2,1,35,2.0,9,0,0,83,0
35841,35841,35841,3444,7,11,2,1,1,1,32,5.0,7,0,0,48,0
8590,8590,8590,6177,5,7,2,0,2,1,41,3.0,7,1,0,66,0
45153,45153,45153,42895,5,4,0,0,2,2,38,2.0,5,0,0,68,0
1156,1156,1156,57808,0,14,2,1,0,1,41,3.0,12,0,0,88,0
28488,28488,28488,44652,2,7,0,1,0,1,25,4.0,1,0,0,52,0
48196,48196,48196,11570,5,1,2,1,0,1,44,4.0,6,0,0,70,0
23533,23533,23533,10511,1,11,0,1,2,1,25,5.0,2,1,0,59,0
32646,32646,32646,53059,4,12,2,1,0,1,34,1.0,7,0,0,64,0
30697,30697,30697,68293,7,11,0,0,2,2,30,3.0,4,1,0,51,0
37893,37893,37893,48707,7,11,0,1,2,1,29,4.0,7,0,0,51,0
7301,7301,7301,64274,4,14,0,0,2,1,37,5.0,8,1,0,58,0
21113,21113,21113,43724,7,31,0,1,2,2,33,3.0,7,0,0,51,0
33019,33019,33019,35832,7,11,2,1,2,1,43,1.0,15,0,0,49,0
31293,31293,31293,74493,8,29,0,0,2,1,33,3.0,6,0,0,81,0
5803,5803,5803,24409,0,19,0,1,2,1,30,3.0,5,0,0,85,0
49908,49908,49908,6365,4,11,0,1,2,1,28,1.0,6,0,0,58,0
1725,1725,1725,25052,5,19,0,1,0,2,28,3.0,1,1,0,71,1
11646,11646,11646,45201,4,24,0,1,2,1,30,5.0,5,1,0,59,0
25003,25003,25003,71018,7,6,0,1,0,1,39,3.0,10,0,0,46,0
37323,37323,37323,12802,0,4,2,1,0,1,37,2.0,9,0,0,87,0
48062,48062,48062,28916,7,14,0,1,0,1,35,3.0,6,0,0,51,0
19621,19621,19621,7005,7,25,0,1,2,4,28,3.0,4,0,0,50,0
22215,22215,22215,40950,8,18,0,0,2,1,29,4.0,6,1,0,80,0
12408,12408,12408,76205,7,7,0,1,2,1,36,1.0,4,1,0,50,0
380,380,380,63753,4,14,0,1,0,1,50,3.0,8,0,0,57,0
44807,44807,44807,76054,0,17,0,1,0,1,31,3.0,1,0,0,80,0
6821,6821,6821,66661,1,21,2,1,0,1,35,5.0,7,1,0,63,0
19439,19439,19439,39863,7,24,0,0,2,2,33,3.0,5,0,0,49,0
12217,12217,12217,43906,0,21,0,1,0,1,33,2.0,10,0,0,89,0
40547,40547,40547,53880,5,29,0,0,2,2,25,3.0,1,0,0,73,0
1615,1615,1615,1420,0,14,0,0,0,1,26,5.0,3,0,0,85,0
28102,28102,28102,76592,6,17,0,1,2,1,30,4.0,7,0,0,82,0
48025,48025,48025,62317,2,23,0,1,0,1,28,3.0,4,1,0,50,0
38666,38666,38666,42147,4,10,2,1,2,1,48,4.0,5,1,0,59,0
12686,12686,12686,64609,7,17,0,1,0,1,27,4.0,4,1,0,49,0
11998,11998,11998,13963,4,4,0,0,0,1,48,5.0,6,1,0,61,0
51604,51604,51604,26692,0,32,0,0,0,1,27,1.0,5,0,0,85,0
29021,29021,29021,67236,4,18,0,0,0,1,29,3.0,4,0,0,63,0
26985,26985,26985,36939,7,14,0,1,2,2,41,1.0,11,0,0,49,0
50089,50089,50089,28202,5,28,0,0,2,1,33,5.0,4,1,0,70,0
36982,36982,36982,20306,8,31,2,0,0,1,43,1.0,7,0,0,75,0
17308,17308,17308,74258,4,4,0,0,1,1,30,5.0,6,1,0,61,0
11210,11210,11210,36968,7,19,0,1,2,2,28,1.0,2,0,0,45,0
22384,22384,22384,46161,7,11,0,1,2,1,27,1.0,1,0,0,48,0
31843,31843,31843,66994,2,12,0,1,2,1,31,3.0,5,0,0,46,0
45788,45788,45788,29321,8,11,2,1,0,1,41,4.0,4,0,0,77,0
4713,4713,4713,61353,0,15,0,1,2,2,37,3.0,4,0,0,87,0
22370,22370,22370,32000,7,29,0,1,0,1,40,4.0,11,0,0,47,0
5453,5453,5453,44570,4,6,2,1,0,1,37,4.0,12,0,0,60,0
33966,33966,33966,28672,7,12,0,1,2,1,38,3.0,8,0,0,55,0
323,323,323,45496,7,11,0,1,0,1,22,5.0,2,0,0,62,1
37722,37722,37722,35470,7,7,0,0,2,1,30,3.0,1,1,0,51,0
7521,7521,7521,25966,8,17,0,0,0,1,33,4.0,4,0,0,83,0
41832,41832,41832,14144,7,29,0,1,0,1,24,3.0,1,0,0,63,1
39932,39932,39932,68477,0,27,0,1,2,1,26,3.0,2,1,0,86,0
38809,38809,38809,71470,7,11,0,1,0,3,30,1.0,5,1,0,52,0
24747,24747,24747,48669,5,7,0,0,0,2,26,3.0,1,0,0,74,0
12311,12311,12311,8850,7,6,0,1,0,1,44,4.0,14,0,0,50,0
13033,13033,13033,74690,8,23,0,1,2,5,32,2.0,6,0,0,80,0
2626,2626,2626,25665,1,21,0,1,2,1,30,4.0,4,1,0,62,0
24099,24099,24099,8957,7,27,0,1,0,1,33,3.0,10,0,0,48,0
48901,48901,48901,42659,7,15,0,1,0,4,33,3.0,4,1,0,56,0
13683,13683,13683,73157,2,11,2,1,2,2,45,4.0,21,0,0,48,0
39907,39907,39907,55809,5,5,2,1,0,1,40,3.0,4,1,0,68,0
32864,32864,32864,54418,0,5,0,1,0,1,33,1.0,10,1,0,88,0
45851,45851,45851,55420,5,31,0,1,0,3,31,4.0,3,0,0,75,0
36054,36054,36054,12038,4,11,0,1,2,2,47,5.0,6,1,0,54,0
27598,27598,27598,46960,4,4,0,1,2,1,30,4.0,4,1,0,58,0
10951,10951,10951,28685,5,14,2,1,2,1,46,4.0,16,0,0,73,0
40833,40833,40833,9601,1,21,0,1,0,1,30,3.0,4,0,0,61,0
47591,47591,47591,59939,5,11,2,1,0,1,45,5.0,5,1,0,69,0
33329,33329,33329,17390,7,19,2,1,2,2,40,3.0,14,0,0,50,0
23786,23786,23786,39282,7,11,0,1,0,1,43,5.0,8,0,0,61,1
44246,44246,44246,77006,7,14,0,0,0,1,34,5.0,9,0,0,48,0
4869,4869,4869,62689,7,11,0,1,2,1,42,4.0,5,0,0,46,0
37682,37682,37682,56988,2,31,2,1,2,1,48,5.0,5,1,0,50,0
53877,53877,53877,62867,8,14,0,0,2,1,38,1.0,11,0,0,81,0
39611,39611,39611,2791,2,24,0,1,0,1,31,3.0,2,0,0,47,0
22151,22151,22151,67996,2,28,0,1,0,1,40,4.0,7,1,0,53,0
25661,25661,25661,33408,6,11,0,0,0,1,37,4.0,10,1,0,83,0
37602,37602,37602,41473,8,6,2,0,0,2,34,2.0,7,0,0,82,0
1178,1178,1178,37594,5,11,2,1,0,2,46,3.0,16,0,0,66,0
20975,20975,20975,35950,7,19,0,1,0,1,31,3.0,6,0,0,51,0
2954,2954,2954,28879,4,2,0,1,2,1,34,1.0,4,0,0,58,0
8359,8359,8359,72172,8,31,2,0,2,1,34,4.0,10,0,0,86,0
49400,49400,49400,60631,7,5,0,1,2,1,23,3.0,1,0,1,52,0
30810,30810,30810,74833,4,18,0,0,0,1,29,4.0,6,0,0,58,0
3378,3378,3378,56058,7,11,0,1,0,2,37,2.0,4,0,0,48,0
50253,50253,50253,22732,5,11,0,1,2,3,36,3.0,4,0,0,69,0
21654,21654,21654,18049,5,19,2,1,0,1,36,2.0,9,0,0,71,0
37985,37985,37985,75219,5,24,2,1,0,1,42,5.0,7,1,0,68,0
41838,41838,41838,43303,7,14,0,1,0,1,29,3.0,5,0,0,44,0
17765,17765,17765,6118,4,4,2,1,0,3,39,5.0,8,0,0,70,1
37888,37888,37888,32134,7,11,2,1,0,1,34,5.0,2,1,0,48,0
2826,2826,2826,67955,5,29,0,1,2,3,36,2.0,4,1,0,66,0
4860,4860,4860,72822,5,28,0,0,2,1,34,5.0,6,1,0,72,0
31381,31381,31381,13839,4,11,0,1,0,1,43,3.0,7,1,0,57,0
40211,40211,40211,62828,5,29,0,0,0,1,26,3.0,4,0,0,65,0
31057,31057,31057,59506,4,11,1,1,0,1,22,3.0,2,0,0,64,0
47817,47817,47817,56764,6,21,0,1,2,1,32,1.0,2,0,0,84,0
3936,3936,3936,10182,4,19,2,0,0,1,46,3.0,15,0,0,72,1
8185,8185,8185,43577,7,33,2,1,2,2,29,1.0,2,0,0,47,0
44886,44886,44886,16468,5,18,0,1,0,1,27,3.0,2,1,0,69,0
39966,39966,39966,72579,1,14,0,1,2,1,36,3.0,8,0,0,59,0
24781,24781,24781,11982,7,18,0,0,2,1,32,3.0,5,0,0,52,0
17188,17188,17188,68445,4,11,0,0,0,1,30,3.0,1,0,0,56,0
14241,14241,14241,29490,7,7,0,1,1,1,30,5.0,3,0,0,51,0
14141,14141,14141,27801,7,4,0,0,0,2,33,3.0,2,0,0,51,0
19237,19237,19237,13649,7,11,0,1,0,1,36,3.0,3,1,0,46,0
1453,1453,1453,33157,5,4,2,0,2,1,34,3.0,4,0,0,66,0
36577,36577,36577,37939,4,8,2,0,2,1,34,3.0,4,1,0,61,0
33963,33963,33963,67271,2,14,0,0,2,1,33,3.0,6,0,0,49,0
6967,6967,6967,32147,0,14,0,1,2,1,25,3.0,1,1,0,82,0
34204,34204,34204,32553,0,14,2,1,2,1,35,3.0,8,1,0,87,0
10459,10459,10459,64057,7,20,2,1,0,2,38,2.0,5,0,0,53,0
17933,17933,17933,75111,5,3,0,1,0,3,29,1.0,2,0,0,75,0
39815,39815,39815,60131,5,16,2,0,2,2,33,3.0,7,0,0,68,0
51299,51299,51299,73585,5,14,0,0,0,1,30,4.0,6,1,0,68,0
46901,46901,46901,71430,1,14,0,1,2,1,26,1.0,2,0,0,62,0
22821,22821,22821,44229,6,14,0,1,2,2,29,5.0,2,1,0,83,0
25831,25831,25831,22195,7,11,0,1,0,2,43,5.0,4,1,0,53,0
12949,12949,12949,34906,8,6,2,1,0,1,33,1.0,9,0,0,78,0
43720,43720,43720,33938,0,31,2,1,2,1,44,3.0,4,0,0,84,0
23746,23746,23746,15178,4,1,2,0,0,1,42,3.0,9,0,0,59,0
49381,49381,49381,65327,5,11,2,1,0,1,41,3.0,12,0,0,70,0
27835,27835,27835,20294,5,11,0,0,2,1,57,4.0,24,0,0,69,0
5245,5245,5245,52910,1,11,0,0,0,1,38,3.0,3,0,0,57,0
40564,40564,40564,55295,4,31,0,1,2,1,33,2.0,8,0,0,57,0
23763,23763,23763,34423,4,31,0,0,2,1,40,3.0,3,0,0,55,0
36445,36445,36445,78130,0,29,0,1,2,1,39,5.0,3,1,0,87,0
25027,25027,25027,22110,7,0,2,0,2,2,33,4.0,7,0,0,47,0
29850,29850,29850,46827,8,4,0,0,0,1,29,4.0,5,1,0,79,0
51621,51621,51621,2202,7,20,0,1,2,1,29,1.0,3,0,0,51,0
16378,16378,16378,436,7,25,0,1,0,1,35,4.0,2,1,0,48,0
7146,7146,7146,34707,7,11,0,0,0,1,60,5.0,10,0,0,51,0
14570,14570,14570,33238,4,24,2,0,0,1,37,3.0,10,0,0,59,0
34201,34201,34201,1669,0,11,2,0,0,2,35,3.0,8,0,0,85,0
33120,33120,33120,28605,8,19,0,1,0,1,30,2.0,4,0,0,77,0
27122,27122,27122,40337,7,31,0,0,0,1,35,5.0,10,0,0,49,0
22915,22915,22915,42694,5,18,0,0,2,1,29,3.0,2,0,0,76,0
37089,37089,37089,28641,7,24,0,0,0,4,30,3.0,1,0,0,48,0
22623,22623,22623,6894,5,11,0,0,2,1,54,4.0,13,0,0,70,0
15165,15165,15165,39302,4,25,0,1,2,2,29,3.0,5,0,0,64,0
46585,46585,46585,38400,4,11,0,0,2,1,30,1.0,6,0,0,58,0
36285,36285,36285,43522,1,1,2,1,0,1,35,5.0,2,1,0,62,0
26384,26384,26384,71736,4,10,0,0,0,1,40,3.0,6,0,0,61,0
40497,40497,40497,53882,4,31,2,0,0,1,45,3.0,3,0,0,63,0
34490,34490,34490,35621,0,15,0,1,0,2,31,3.0,1,0,0,84,0
43928,43928,43928,51765,3,14,2,1,0,1,36,1.0,4,0,0,60,0
39135,39135,39135,59218,5,24,2,1,0,1,42,3.0,2,0,0,68,0
44181,44181,44181,72764,7,11,0,0,0,1,33,1.0,4,1,0,50,0
49577,49577,49577,5506,7,26,0,1,0,1,34,2.0,8,0,0,48,0
41578,41578,41578,60423,3,6,2,1,0,1,39,3.0,7,0,0,63,0
43160,43160,43160,32363,5,19,2,1,0,1,42,3.0,13,0,0,76,0
15789,15789,15789,25343,7,5,0,1,2,1,37,3.0,3,0,0,64,1
31238,31238,31238,47767,4,6,0,1,0,1,41,4.0,7,1,0,55,0
31225,31225,31225,67092,8,6,2,1,0,1,44,4.0,7,1,0,79,0
7891,7891,7891,15571,4,31,0,0,0,1,32,5.0,3,1,0,58,0
8647,8647,8647,3826,4,6,0,1,0,1,27,5.0,4,1,0,62,0
31476,31476,31476,62820,7,20,0,1,2,1,28,3.0,2,0,0,49,0
16008,16008,16008,55426,8,11,2,0,0,1,34,3.0,7,0,0,75,0
46085,46085,46085,30942,2,7,0,1,0,1,30,3.0,5,0,0,48,0
44310,44310,44310,27063,0,18,0,1,0,1,29,3.0,1,0,0,87,0
52074,52074,52074,52922,4,7,0,0,0,1,30,2.0,5,0,0,55,0
53021,53021,53021,17261,7,3,0,1,0,1,39,3.0,7,0,0,50,0
13969,13969,13969,55405,5,19,0,1,2,1,34,3.0,3,0,0,70,0
12922,12922,12922,19458,7,11,0,1,2,1,37,1.0,3,0,0,46,0
24879,24879,24879,30667,7,18,0,1,2,1,33,1.0,2,0,0,49,0
1949,1949,1949,37934,4,14,2,0,0,1,42,5.0,4,0,0,52,0
15310,15310,15310,27574,8,15,0,1,0,1,34,4.0,5,1,0,79,0
21340,21340,21340,55674,4,2,0,0,0,1,41,4.0,7,1,0,58,1
40230,40230,40230,6106,1,11,0,1,2,3,51,5.0,3,0,0,61,0
48353,48353,48353,56528,4,6,2,0,0,1,35,4.0,7,0,0,63,0
11341,11341,11341,50736,7,6,2,1,2,1,52,1.0,7,0,0,50,0
44292,44292,44292,32574,4,6,0,0,0,1,38,3.0,10,1,0,60,0
35382,35382,35382,22510,3,11,0,0,0,1,34,4.0,2,1,0,57,0
39736,39736,39736,59322,2,11,0,1,2,1,60,5.0,33,1,0,43,0
5268,5268,5268,2565,4,32,2,0,2,1,38,1.0,4,0,0,57,0
51096,51096,51096,29271,5,7,0,1,0,3,39,3.0,4,0,0,74,0
7824,7824,7824,30674,7,11,0,1,0,1,34,4.0,6,1,0,46,1
552,552,552,38445,7,6,0,1,2,1,29,5.0,2,0,0,50,0
36711,36711,36711,33195,5,24,0,1,0,2,33,5.0,7,1,0,67,0
31059,31059,31059,32418,4,31,0,1,2,1,36,4.0,3,0,0,56,0
29273,29273,29273,11150,4,14,0,0,1,1,35,5.0,8,0,0,63,0
28684,28684,28684,49517,5,21,0,1,2,1,32,4.0,10,0,0,65,0
34981,34981,34981,59534,0,24,0,1,2,2,31,3.0,5,0,0,79,0
6279,6279,6279,69091,4,11,0,1,0,1,34,3.0,4,0,0,61,0
48923,48923,48923,36907,4,3,2,1,0,1,37,4.0,3,1,0,60,0
39457,39457,39457,3888,6,14,0,1,0,1,25,3.0,1,0,0,80,0
16034,16034,16034,73328,0,11,2,1,0,1,38,3.0,9,1,0,83,0
13667,13667,13667,68208,4,31,0,0,0,1,33,3.0,10,0,0,59,0
6803,6803,6803,37703,8,7,0,0,0,2,33,3.0,6,0,0,84,0
32244,32244,32244,37902,4,14,0,0,2,1,29,3.0,1,0,0,62,0
25904,25904,25904,58875,4,20,0,1,0,1,38,3.0,11,0,0,59,0
5252,5252,5252,21837,5,28,2,1,2,1,40,3.0,6,0,0,69,0
35292,35292,35292,75271,4,6,0,0,2,1,35,3.0,10,0,0,57,0
53007,53007,53007,78207,7,11,0,1,0,2,38,3.0,5,0,0,54,0
51310,51310,51310,1685,4,31,0,1,0,1,30,4.0,8,0,0,57,0
46228,46228,46228,48662,1,31,2,1,0,1,36,2.0,4,0,0,58,0
32259,32259,32259,22842,5,4,0,0,2,1,27,3.0,1,0,0,67,0
27777,27777,27777,17851,7,25,0,0,2,1,28,4.0,5,0,0,54,0
26541,26541,26541,58519,4,7,2,0,2,2,32,4.0,3,0,0,57,0
32608,32608,32608,63911,8,1,0,0,0,1,28,2.0,3,0,0,82,0
39824,39824,39824,64683,5,11,0,0,2,1,29,4.0,3,1,0,71,0
17797,17797,17797,40195,7,11,0,1,2,1,44,3.0,3,1,0,50,0
42032,42032,42032,38325,7,23,0,1,0,1,27,4.0,3,0,0,45,0
33761,33761,33761,31103,1,14,0,0,2,1,27,3.0,1,1,1,61,0
11511,11511,11511,60255,8,30,0,1,0,2,26,4.0,3,1,0,83,0
38826,38826,38826,44023,1,2,0,1,0,2,31,5.0,5,1,0,66,0
19582,19582,19582,1043,7,21,0,1,2,2,27,1.0,2,1,0,46,1
16694,16694,16694,32341,6,18,0,1,0,3,28,4.0,3,0,0,84,0
46194,46194,46194,46529,7,31,2,1,2,1,43,1.0,2,1,0,50,0
25522,25522,25522,25540,4,6,0,1,2,3,34,3.0,6,0,0,59,0
37461,37461,37461,7516,0,14,0,1,1,1,33,2.0,6,1,0,83,0
4960,4960,4960,14960,2,11,0,0,0,1,29,5.0,4,1,0,47,0
54574,54574,54574,31881,0,14,0,1,2,1,28,5.0,3,1,0,88,1
50904,50904,50904,50148,7,3,0,1,2,1,34,1.0,3,0,0,50,0
12480,12480,12480,6424,7,4,0,1,0,1,52,3.0,4,0,0,52,0
39746,39746,39746,58253,8,14,0,1,1,1,28,4.0,5,0,0,82,0
19332,19332,19332,40225,5,15,2,1,0,1,35,4.0,5,1,0,71,0
49477,49477,49477,74712,4,31,2,1,0,1,37,5.0,9,0,0,70,1
41244,41244,41244,31399,8,11,2,1,0,1,37,1.0,4,0,0,82,0
13154,13154,13154,77845,5,4,0,1,0,2,28,5.0,4,1,0,71,0
21432,21432,21432,75430,5,14,0,0,0,1,33,3.0,7,0,0,67,0
10338,10338,10338,35458,7,14,0,1,2,1,29,3.0,2,0,0,52,0
7459,7459,7459,49802,7,4,2,1,2,1,36,5.0,11,0,0,51,0
23660,23660,23660,29840,4,14,0,1,1,1,42,5.0,13,0,0,61,0
39491,39491,39491,78147,5,11,2,0,0,1,34,3.0,2,0,0,70,0
34235,34235,34235,12151,4,32,2,1,2,1,30,3.0,5,0,1,69,1
32311,32311,32311,77634,7,14,0,0,0,1,30,4.0,4,0,0,55,0
34330,34330,34330,34788,3,11,2,1,2,1,40,5.0,3,1,0,62,0
11652,11652,11652,33156,4,11,0,0,0,1,27,3.0,2,1,0,62,0
18117,18117,18117,46811,7,11,0,1,0,3,28,5.0,3,0,0,44,0
36882,36882,36882,69512,7,11,2,1,0,1,53,4.0,4,0,0,55,0
49763,49763,49763,11590,4,6,0,0,0,1,31,4.0,3,0,0,60,0
40785,40785,40785,2407,5,31,0,1,2,1,31,3.0,1,0,0,68,0
1052,1052,1052,76749,5,2,0,0,0,1,30,4.0,2,0,0,74,0
40980,40980,40980,61636,7,4,0,1,0,1,55,1.0,16,0,0,50,0
5690,5690,5690,22876,7,31,0,1,0,1,31,2.0,4,0,0,52,0
16540,16540,16540,36404,7,8,2,1,2,1,34,3.0,6,0,0,49,0
33055,33055,33055,74256,7,29,0,1,2,1,30,1.0,8,0,0,55,0
8651,8651,8651,74790,2,11,0,1,2,1,44,3.0,7,0,0,49,0
617,617,617,27505,4,32,0,1,2,1,26,5.0,2,1,0,59,0
39582,39582,39582,48980,7,15,0,1,0,1,36,3.0,7,0,0,50,0
20347,20347,20347,56442,0,24,0,1,2,1,36,3.0,8,0,0,83,0
38591,38591,38591,47039,7,33,0,1,2,1,26,3.0,2,0,0,44,0
7414,7414,7414,71439,4,11,0,0,2,2,31,3.0,3,0,0,59,0
26092,26092,26092,30754,4,19,0,0,0,1,36,3.0,10,0,0,63,0
10935,10935,10935,17543,7,25,0,0,2,1,28,1.0,4,0,0,47,0
5013,5013,5013,70797,8,11,2,1,0,2,37,1.0,11,0,0,82,0
45471,45471,45471,32400,4,14,0,0,1,2,34,3.0,6,1,0,60,0
15724,15724,15724,17389,7,11,2,0,0,1,41,1.0,10,0,0,51,0
18725,18725,18725,45748,0,29,0,1,0,1,39,5.0,8,0,0,87,0
11574,11574,11574,13798,2,28,0,1,0,1,29,5.0,2,1,0,50,0
34362,34362,34362,6804,5,31,2,0,2,1,32,3.0,7,0,0,65,0
33930,33930,33930,55247,7,7,0,1,0,2,33,1.0,2,0,0,51,0
31609,31609,31609,43656,0,14,0,0,0,1,31,5.0,9,1,0,85,0
17650,17650,17650,34163,7,20,2,0,2,1,34,5.0,6,0,0,46,0
49943,49943,49943,69969,8,11,0,1,0,3,25,5.0,2,1,0,78,0
5385,5385,5385,25574,7,23,0,1,0,1,26,3.0,1,1,0,48,0
3960,3960,3960,67614,0,14,0,1,1,1,29,3.0,5,1,0,83,0
54751,54751,54751,8432,8,15,2,0,0,1,41,1.0,10,0,0,80,0
24336,24336,24336,65065,5,32,2,0,2,1,44,3.0,3,1,0,74,1
12119,12119,12119,54944,7,11,2,1,0,1,41,3.0,5,0,0,53,0
46363,46363,46363,64260,7,6,0,1,0,1,20,5.0,2,0,0,48,0
19141,19141,19141,45705,5,31,1,0,0,2,25,2.0,3,0,0,67,0
159,159,159,30106,7,7,0,0,2,1,32,4.0,4,1,0,45,0
35200,35200,35200,15522,0,11,0,0,0,1,28,3.0,1,0,0,84,0
1012,1012,1012,32966,8,19,0,1,0,1,29,1.0,6,0,0,82,0
38973,38973,38973,36484,1,25,0,1,0,1,31,3.0,5,0,0,60,0
49827,49827,49827,45276,8,31,2,0,1,1,36,4.0,5,0,0,76,0
17987,17987,17987,1700,0,27,0,1,0,2,28,4.0,5,0,0,83,0
34639,34639,34639,44735,5,8,2,0,2,1,41,3.0,7,0,0,63,0
41442,41442,41442,7782,5,18,0,1,0,1,31,4.0,3,1,0,70,0
16246,16246,16246,24258,4,14,0,0,2,1,27,5.0,2,0,0,63,0
31257,31257,31257,2984,0,31,2,1,0,2,51,1.0,16,0,0,82,0
52890,52890,52890,56424,7,14,0,1,2,1,26,1.0,4,0,0,50,0
5787,5787,5787,72782,4,28,0,1,2,1,32,1.0,7,0,0,64,0
51856,51856,51856,43126,8,7,0,1,2,1,32,5.0,5,1,0,79,0
32192,32192,32192,61125,0,19,0,1,0,1,30,5.0,5,1,0,80,0
43800,43800,43800,33771,0,0,0,1,0,2,27,3.0,1,1,0,84,0
47748,47748,47748,57310,8,4,0,1,2,1,50,1.0,22,0,0,80,0
13275,13275,13275,24861,1,31,0,1,2,1,36,3.0,4,1,0,58,0
45050,45050,45050,68365,7,18,0,1,0,1,49,3.0,13,0,0,47,0
1076,1076,1076,24894,7,11,2,0,0,1,50,3.0,4,0,0,51,0
3188,3188,3188,66626,7,14,0,1,0,8,26,3.0,1,0,0,47,0
3893,3893,3893,60403,1,21,0,1,0,1,31,4.0,2,0,0,59,0
16264,16264,16264,17940,4,15,2,0,2,1,36,2.0,5,0,0,59,0
31366,31366,31366,55766,0,31,0,1,0,1,44,5.0,4,1,0,88,0
23338,23338,23338,35543,5,5,0,0,2,1,34,1.0,7,0,0,68,0
44438,44438,44438,26010,7,23,2,1,0,1,36,1.0,7,0,0,49,0
49122,49122,49122,14822,7,21,0,1,0,1,26,3.0,4,0,0,50,0
48842,48842,48842,69368,4,19,2,1,0,1,47,4.0,13,0,0,60,0
26494,26494,26494,32918,0,18,0,1,0,3,37,5.0,7,1,0,87,0
22599,22599,22599,45565,7,14,0,0,2,1,29,3.0,2,1,0,52,0
40724,40724,40724,64691,2,19,0,1,0,1,29,3.0,5,1,0,55,0
4872,4872,4872,22890,8,11,2,0,2,1,37,3.0,10,0,0,77,0
1404,1404,1404,76419,7,31,2,0,2,1,42,4.0,4,1,0,48,0
35074,35074,35074,39170,8,4,0,0,2,1,27,1.0,3,0,0,82,0
38098,38098,38098,16157,2,14,0,1,2,1,30,5.0,3,0,0,53,0
35834,35834,35834,61139,5,11,0,0,2,1,28,1.0,5,0,0,70,0
2338,2338,2338,6102,0,0,0,1,0,1,32,5.0,3,1,0,85,0
12093,12093,12093,15723,4,4,0,0,0,1,42,3.0,13,0,0,62,0
30089,30089,30089,26115,7,16,2,1,0,1,31,5.0,4,1,0,47,0
11642,11642,11642,22754,5,29,0,0,0,1,27,1.0,5,0,0,72,0
12948,12948,12948,38776,4,11,0,1,0,1,32,5.0,8,1,0,61,0
33433,33433,33433,8498,4,31,0,1,0,1,27,1.0,4,0,0,60,0
14722,14722,14722,67223,5,4,0,0,0,1,32,4.0,2,0,0,73,0
34111,34111,34111,28915,0,17,0,1,2,1,27,1.0,3,0,0,87,0
50837,50837,50837,76222,4,24,0,1,2,1,51,1.0,9,1,0,59,0
47282,47282,47282,4023,7,14,0,0,2,1,35,3.0,7,0,0,49,0
16940,16940,16940,74854,4,24,0,1,2,1,37,4.0,3,0,0,65,0
47860,47860,47860,51862,4,11,0,0,0,1,53,4.0,8,1,0,58,0
47266,47266,47266,63386,7,15,0,1,0,1,26,1.0,3,0,0,51,0
12346,12346,12346,39428,5,31,0,1,2,4,35,3.0,5,0,0,64,0
9709,9709,9709,45249,0,21,0,1,2,2,31,2.0,5,0,0,83,0
53052,53052,53052,14308,7,4,2,1,2,1,52,4.0,5,0,0,46,0
1749,1749,1749,52474,7,13,0,1,0,1,20,5.0,2,0,0,51,0
